
-------------------- Start --------------------

---------------------------------
Thresh 	 F_score
0.437081 	 0.000000
0.231058 	 0.000000
0.264586 	 1.000000
0.085628 	 0.000000
0.224162 	 0.839161
0.363986 	 1.000000
0.432511 	 1.000000
0.319311 	 0.054795
0.102321 	 0.000000
0.361600 	 1.000000
0.139860 	 0.333333
0.374276 	 1.000000
0.168105 	 0.000000
0.337203 	 1.000000
0.286622 	 1.000000
0.249068 	 0.395833
0.230113 	 1.000000
0.229666 	 0.000000
0.170732 	 0.000000
0.227264 	 0.283333
0.341791 	 1.000000
0.206083 	 1.000000
0.047343 	 0.000000
0.205587 	 1.000000
0.409768 	 1.000000
0.274223 	 0.136364
0.274805 	 0.253968
0.468767 	 0.000000
0.207882 	 1.000000
0.162832 	 0.000000
0.191846 	 0.145695
0.273796 	 0.372703
0.267821 	 0.000000
0.205026 	 1.000000
0.451942 	 1.000000
0.260732 	 0.000000
0.058106 	 0.000000
0.101052 	 0.566667
0.206599 	 0.329897
0.291927 	 0.181818
0.098570 	 0.303030
0.346716 	 0.000000
0.258765 	 1.000000
0.433608 	 1.000000
0.138104 	 0.763158
0.207187 	 0.000000
0.000000 	 0.000000
---------
0.506958 ( 51 ) precision 0.683110  recall 0.601062  f-micro 0.639465 
---------

---------------------------------
Thresh 	 F_score
0.216799 	 0.916473
0.316876 	 1.000000
0.322524 	 1.000000
0.048758 	 0.000000
0.221983 	 1.000000
0.437087 	 0.000000
0.231065 	 0.000000
0.264597 	 1.000000
0.070098 	 0.000000
0.218553 	 0.838926
0.363991 	 1.000000
0.432518 	 1.000000
0.482987 	 0.029412
0.107698 	 0.000000
0.361605 	 1.000000
0.151720 	 0.333333
0.374281 	 1.000000
0.168108 	 0.000000
0.337208 	 1.000000
0.286626 	 1.000000
0.237175 	 0.400000
0.157911 	 1.000000
0.293584 	 0.000000
0.111818 	 0.000000
0.228674 	 0.287293
0.341796 	 1.000000
0.206250 	 1.000000
0.046592 	 0.000000
0.205590 	 1.000000
0.409774 	 1.000000
0.295658 	 0.133333
0.274995 	 0.262295
0.468774 	 0.000000
0.207885 	 1.000000
0.162835 	 0.000000
0.197653 	 0.094595
0.249625 	 0.413437
0.268993 	 0.000000
0.205113 	 1.000000
0.451959 	 1.000000
0.258199 	 0.000000
0.055907 	 0.000000
0.098373 	 0.561404
0.217482 	 0.416667
0.210810 	 0.000000
0.113555 	 0.320000
0.346751 	 0.000000
0.258769 	 1.000000
0.433614 	 1.000000
0.138383 	 0.736842
0.207188 	 0.000000
0.000000 	 0.000000
---------
0.504784 ( 51 ) precision 0.685098  recall 0.600495  f-micro 0.640012 
---------

---------------------------------
Thresh 	 F_score
0.255092 	 0.889706
0.320341 	 1.000000
0.322536 	 1.000000
0.053826 	 0.000000
0.221991 	 1.000000
0.437091 	 0.000000
0.231069 	 0.000000
0.264602 	 1.000000
0.127609 	 0.000000
0.238147 	 0.870175
0.363994 	 1.000000
0.432521 	 1.000000
0.400199 	 0.029851
0.115592 	 0.000000
0.361608 	 1.000000
0.197595 	 0.333333
0.374284 	 1.000000
0.168109 	 0.000000
0.337211 	 1.000000
0.286628 	 1.000000
0.260818 	 0.408602
0.189673 	 1.000000
0.281553 	 0.000000
0.160121 	 0.000000
0.223657 	 0.281081
0.341799 	 1.000000
0.206334 	 1.000000
0.046218 	 0.000000
0.205592 	 1.000000
0.409777 	 1.000000
0.298639 	 0.114943
0.277122 	 0.253968
0.468778 	 0.000000
0.207887 	 1.000000
0.162836 	 0.000000
0.199139 	 0.095890
0.218619 	 0.457831
0.252723 	 0.000000
0.205157 	 1.000000
0.451967 	 1.000000
0.249708 	 0.000000
0.054808 	 0.000000
0.096987 	 0.555556
0.228449 	 0.372549
0.275049 	 0.100000
0.123705 	 0.292683
0.346769 	 0.000000
0.258771 	 1.000000
0.433617 	 1.000000
0.131837 	 0.717949
0.207188 	 0.000000
0.000000 	 0.000000
---------
0.505375 ( 51 ) precision 0.685603  recall 0.598664  f-micro 0.639191 
---------

---------------------------------
Thresh 	 F_score
0.263663 	 0.919459
0.322073 	 1.000000
0.322542 	 1.000000
0.056360 	 0.000000
0.221995 	 1.000000
0.437092 	 0.000000
0.231070 	 0.000000
0.264604 	 1.000000
0.168939 	 0.000000
0.257217 	 0.853147
0.363995 	 1.000000
0.432523 	 1.000000
0.296929 	 0.028986
0.120208 	 0.000000
0.361609 	 1.000000
0.220328 	 0.333333
0.374286 	 1.000000
0.168110 	 0.000000
0.337212 	 1.000000
0.286630 	 1.000000
0.272425 	 0.369565
0.205505 	 1.000000
0.171932 	 0.000000
0.106759 	 0.000000
0.214224 	 0.310526
0.341800 	 1.000000
0.206375 	 1.000000
0.046031 	 0.000000
0.205593 	 1.000000
0.409779 	 1.000000
0.202401 	 0.153846
0.269346 	 0.250000
0.468779 	 0.000000
0.207888 	 1.000000
0.162836 	 0.000000
0.200333 	 0.123288
0.205939 	 0.424390
0.262341 	 0.000000
0.205178 	 1.000000
0.451971 	 1.000000
0.277543 	 0.000000
0.054258 	 0.000000
0.096687 	 0.596491
0.261310 	 0.357895
0.213665 	 0.086957
0.107443 	 0.300000
0.346778 	 0.000000
0.258772 	 1.000000
0.433619 	 1.000000
0.123063 	 0.725000
0.207189 	 0.000000
0.000000 	 0.000000
---------
0.506527 ( 51 ) precision 0.686305  recall 0.598607  f-micro 0.639463 
---------

---------------------------------
Thresh 	 F_score
0.310350 	 0.916862
0.322939 	 1.000000
0.322545 	 1.000000
0.057627 	 0.000000
0.221998 	 1.000000
0.437093 	 0.000000
0.231071 	 0.000000
0.264606 	 1.000000
0.189604 	 0.000000
0.254703 	 0.843206
0.363996 	 1.000000
0.432524 	 1.000000
0.302408 	 0.057143
0.121105 	 0.000000
0.361610 	 1.000000
0.231816 	 0.333333
0.374286 	 1.000000
0.168110 	 0.000000
0.337213 	 1.000000
0.286630 	 1.000000
0.253086 	 0.400000
