
,-----------------------------------------------------------------------------------------------,

,-------------------------------------,
c - -1.000000,g - -5.000000
,-------------------------------------,
c - 7.000000,g - -5.000000
5.627902,0.999030,0.500000,0.500000,
5.600771,0.994214,0.822203,0.177797,
5.600771,0.994214,0.820790,0.179210,

,-------------------------------------,
c - 7.000000,g - -4.000000
5.633366,1.000000,0.500000,0.500000,
5.630635,0.999515,0.822486,0.177514,
5.630635,0.999515,0.822345,0.177655,

,-------------------------------------,
c - 7.000000,g - -3.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 7.000000,g - -2.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 7.000000,g - -1.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 8.000000,g - -5.000000
5.633366,1.000000,0.500000,0.500000,
5.625182,0.998547,0.822486,0.177514,
5.625182,0.998547,0.822062,0.177938,

,-------------------------------------,
c - 8.000000,g - -4.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 8.000000,g - -3.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 8.000000,g - -2.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 8.000000,g - -1.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 9.000000,g - -5.000000
5.633366,1.000000,0.500000,0.500000,
5.630635,0.999515,0.822486,0.177514,
5.630635,0.999515,0.822345,0.177655,

,-------------------------------------,
c - 9.000000,g - -4.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 9.000000,g - -3.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 9.000000,g - -2.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 9.000000,g - -1.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 10.000000,g - -5.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 10.000000,g - -4.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 10.000000,g - -3.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 10.000000,g - -2.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,

,-------------------------------------,
c - 10.000000,g - -1.000000
5.633366,1.000000,0.500000,0.500000,
5.633366,1.000000,0.822486,0.177514,


best_c,best_g,v_trn_best,best_v_cv,best_maximizing_function
4.000000,0.062500,0.964386,0.795455,4.548128,
------------------------------------------------

Test_f_score- 0.755728
